Kode,Nama,Kota
32.01.06,JONGGOL,KAB. BOGOR
32.01.07,CILEUNGSI,KAB. BOGOR
32.01.08,CARIU,KAB. BOGOR
32.01.09,SUKAMAKMUR,KAB. BOGOR
32.01.10,PARUNG,KAB. BOGOR
32.01.11,GUNUNG SINDUR,KAB. BOGOR
32.01.12,KEMANG,KAB. BOGOR
32.01.13,BOJONG GEDE,KAB. BOGOR
32.01.14,LEUWILIANG,KAB. BOGOR
32.01.15,CIAMPEA,KAB. BOGOR
32.01.16,CIBUNGBULANG,KAB. BOGOR
32.01.17,PAMIJAHAN,KAB. BOGOR
32.01.18,RUMPIN,KAB. BOGOR
32.01.19,JASINGA,KAB. BOGOR
32.01.20,PARUNG PANJANG,KAB. BOGOR
32.01.21,NANGGUNG,KAB. BOGOR
32.01.22,CIGUDEG,KAB. BOGOR
32.01.23,TENJO,KAB. BOGOR
32.01.24,CIAWI,KAB. BOGOR
32.01.25,CISARUA,KAB. BOGOR
32.01.26,MEGAMENDUNG,KAB. BOGOR
32.01.27,CARINGIN,KAB. BOGOR
32.01.28,CIJERUK,KAB. BOGOR
32.01.29,CIOMAS,KAB. BOGOR
32.01.30,DRAMAGA,KAB. BOGOR
32.01.31,TAMANSARI,KAB. BOGOR
32.01.32,KLAPANUNGGAL,KAB. BOGOR
32.01.33,CISEENG,KAB. BOGOR
32.01.34,RANCA BUNGUR,KAB. BOGOR
32.01.35,SUKAJAYA,KAB. BOGOR
32.01.36,TANJUNGSARI,KAB. BOGOR
32.01.37,TAJURHALANG,KAB. BOGOR
32.01.38,CIGOMBONG,KAB. BOGOR
32.01.39,LEUWISADENG,KAB. BOGOR
32.01.40,TENJOLAYA,KAB. BOGOR
32.02.01,PALABUHANRATU,KAB. SUKABUMI
32.02.02,SIMPENAN,KAB. SUKABUMI
32.02.03,CIKAKAK,KAB. SUKABUMI
32.02.04,BANTARGADUNG,KAB. SUKABUMI
32.02.05,CISOLOK,KAB. SUKABUMI
32.02.06,CIKIDANG,KAB. SUKABUMI
32.02.07,LENGKONG,KAB. SUKABUMI
32.02.08,JAMPANGTENGAH,KAB. SUKABUMI
32.02.09,WARUNGKIARA,KAB. SUKABUMI
32.02.10,CIKEMBAR,KAB. SUKABUMI
32.02.11,CIBADAK,KAB. SUKABUMI
32.02.12,NAGRAK,KAB. SUKABUMI
32.02.13,PARUNGKUDA,KAB. SUKABUMI
32.02.14,BOJONGGENTENG,KAB. SUKABUMI
32.02.15,PARAKANSALAK,KAB. SUKABUMI
32.02.16,CICURUG,KAB. SUKABUMI
32.02.17,CIDAHU,KAB. SUKABUMI
32.02.18,KALAPANUNGGAL,KAB. SUKABUMI
32.02.19,KABANDUNGAN,KAB. SUKABUMI
32.02.20,WALURAN,KAB. SUKABUMI
32.02.21,JAMPANGKULON,KAB. SUKABUMI
32.02.22,CIEMAS,KAB. SUKABUMI
32.02.23,KALIBUNDER,KAB. SUKABUMI
32.02.24,SURADE,KAB. SUKABUMI
32.02.25,CIBITUNG,KAB. SUKABUMI
32.02.26,CIRACAP,KAB. SUKABUMI
32.02.27,GUNUNGGURUH,KAB. SUKABUMI
32.02.28,CICANTAYAN,KAB. SUKABUMI
32.02.29,CISAAT,KAB. SUKABUMI
32.02.30,KADUDAMPIT,KAB. SUKABUMI
32.02.31,CARINGIN,KAB. SUKABUMI
32.02.32,SUKABUMI,KAB. SUKABUMI
32.02.33,SUKARAJA,KAB. SUKABUMI
32.02.34,KEBONPEDES,KAB. SUKABUMI
32.02.35,CIREUNGHAS,KAB. SUKABUMI
32.02.36,SUKALARANG,KAB. SUKABUMI
32.02.37,PABUARAN,KAB. SUKABUMI
32.02.38,PURABAYA,KAB. SUKABUMI
32.02.39,NYALINDUNG,KAB. SUKABUMI
32.02.40,GEGERBITUNG,KAB. SUKABUMI
32.02.41,SAGARANTEN,KAB. SUKABUMI
32.02.42,CURUGKEMBAR,KAB. SUKABUMI
32.02.43,CIDOLOG,KAB. SUKABUMI
32.02.44,CIDADAP,KAB. SUKABUMI
32.02.45,TEGALBULEUD,KAB. SUKABUMI
32.02.46,CIMANGGU,KAB. SUKABUMI
32.02.47,CIAMBAR,KAB. SUKABUMI
32.03.01,CIANJUR,KAB. CIANJUR
32.03.02,WARUNGKONDANG,KAB. CIANJUR
32.03.03,CIBEBER,KAB. CIANJUR
32.03.04,CILAKU,KAB. CIANJUR
32.03.05,CIRANJANG,KAB. CIANJUR
32.03.06,BOJONGPICUNG,KAB. CIANJUR
32.03.07,KARANGTENGAH,KAB. CIANJUR
32.03.08,MANDE,KAB. CIANJUR
32.03.09,SUKALUYU,KAB. CIANJUR
32.03.10,PACET,KAB. CIANJUR
32.03.11,CUGENANG,KAB. CIANJUR
32.03.12,CIKALONGKULON,KAB. CIANJUR
32.03.13,SUKARESMI,KAB. CIANJUR
32.03.14,SUKANAGARA,KAB. CIANJUR
32.03.15,CAMPAKA,KAB. CIANJUR
32.03.16,TAKOKAK,KAB. CIANJUR
32.03.17,KADUPANDAK,KAB. CIANJUR
32.03.18,PAGELARAN,KAB. CIANJUR
32.03.19,TANGGEUNG,KAB. CIANJUR
32.03.20,CIBINONG,KAB. CIANJUR
32.03.21,SINDANGBARANG,KAB. CIANJUR
32.03.22,AGRABINTA,KAB. CIANJUR
32.03.23,CIDAUN,KAB. CIANJUR
32.03.24,NARINGGUL,KAB. CIANJUR
32.03.25,CAMPAKAMULYA,KAB. CIANJUR
32.03.26,CIKADU,KAB. CIANJUR
32.03.27,GEKBRONG,KAB. CIANJUR
32.03.28,CIPANAS,KAB. CIANJUR
32.03.29,CIJATI,KAB. CIANJUR
32.03.30,LELES,KAB. CIANJUR
32.03.31,HAURWANGI,KAB. CIANJUR
32.03.32,PASIRKUDA,KAB. CIANJUR
32.04.05,CILEUNYI,KAB. BANDUNG
32.04.06,CIMENYAN,KAB. BANDUNG
32.04.07,CILENGKRANG,KAB. BANDUNG
32.04.08,BOJONGSOANG,KAB. BANDUNG
32.04.09,MARGAHAYU,KAB. BANDUNG
32.04.10,MARGAASIH,KAB. BANDUNG
32.04.11,KATAPANG,KAB. BANDUNG
32.04.12,DAYEUHKOLOT,KAB. BANDUNG
32.04.13,BANJARAN,KAB. BANDUNG
32.04.14,PAMEUNGPEUK,KAB. BANDUNG
32.04.15,PANGALENGAN,KAB. BANDUNG
32.04.16,ARJASARI,KAB. BANDUNG
32.04.17,CIMAUNG,KAB. BANDUNG
32.04.25,CICALENGKA,KAB. BANDUNG
32.04.26,NAGREG,KAB. BANDUNG
32.04.27,CIKANCUNG,KAB. BANDUNG
32.04.28,RANCAEKEK,KAB. BANDUNG
32.04.29,CIPARAY,KAB. BANDUNG
32.04.30,PACET,KAB. BANDUNG
32.04.31,KERTASARI,KAB. BANDUNG
32.04.32,BALEENDAH,KAB. BANDUNG
32.04.33,MAJALAYA,KAB. BANDUNG
32.04.34,SOLOKANJERUK,KAB. BANDUNG
32.04.35,PASEH,KAB. BANDUNG
32.04.36,IBUN,KAB. BANDUNG
32.04.37,SOREANG,KAB. BANDUNG
32.04.38,PASIRJAMBU,KAB. BANDUNG
32.04.39,CIWIDEY,KAB. BANDUNG
32.04.40,RANCABALI,KAB. BANDUNG
32.04.44,CANGKUANG,KAB. BANDUNG
32.04.46,KUTAWARINGIN,KAB. BANDUNG
32.05.01,GARUT KOTA,KAB. GARUT
32.05.02,KARANGPAWITAN,KAB. GARUT
32.05.03,WANARAJA,KAB. GARUT
32.05.04,TAROGONG KALER,KAB. GARUT
32.05.05,TAROGONG KIDUL,KAB. GARUT
32.05.06,BANYURESMI,KAB. GARUT
32.05.07,SAMARANG,KAB. GARUT
32.05.08,PASIRWANGI,KAB. GARUT
32.05.09,LELES,KAB. GARUT
32.05.10,KADUNGORA,KAB. GARUT
32.05.11,LEUWIGOONG,KAB. GARUT
32.05.12,CIBATU,KAB. GARUT
32.05.13,KERSAMANAH,KAB. GARUT
32.05.14,MALANGBONG,KAB. GARUT
32.05.15,SUKAWENING,KAB. GARUT
32.05.16,KARANGTENGAH,KAB. GARUT
32.05.17,BAYONGBONG,KAB. GARUT
32.05.18,CIGEDUG,KAB. GARUT
32.05.19,CILAWU,KAB. GARUT
32.05.20,CISURUPAN,KAB. GARUT
32.05.21,SUKARESMI,KAB. GARUT
32.05.22,CIKAJANG,KAB. GARUT
32.05.23,BANJARWANGI,KAB. GARUT
32.05.24,SINGAJAYA,KAB. GARUT
32.05.25,CIHURIP,KAB. GARUT
32.05.26,PEUNDEUY,KAB. GARUT
32.05.27,PAMEUNGPEUK,KAB. GARUT
32.05.28,CISOMPET,KAB. GARUT
32.05.29,CIBALONG,KAB. GARUT
32.05.30,CIKELET,KAB. GARUT
32.05.31,BUNGBULANG,KAB. GARUT
32.05.32,MEKARMUKTI,KAB. GARUT
32.05.33,PAKENJENG,KAB. GARUT
32.05.34,PAMULIHAN,KAB. GARUT
32.05.35,CISEWU,KAB. GARUT
32.05.36,CARINGIN,KAB. GARUT
32.05.37,TALEGONG,KAB. GARUT
32.05.38,LIMBANGAN,KAB. GARUT
32.05.39,SELAAWI,KAB. GARUT
32.05.40,CIBIUK,KAB. GARUT
32.05.41,PANGATIKAN,KAB. GARUT
32.05.42,SUCINARAJA,KAB. GARUT
32.06.01,CIPATUJAH,KAB. TASIKMALAYA
32.06.02,KARANGNUNGGAL,KAB. TASIKMALAYA
32.06.03,CIKALONG,KAB. TASIKMALAYA
32.06.04,PANCATENGAH,KAB. TASIKMALAYA
32.06.05,CIKATOMAS,KAB. TASIKMALAYA
32.06.06,CIBALONG,KAB. TASIKMALAYA
32.06.07,PARUNGPONTENG,KAB. TASIKMALAYA
32.06.08,BANTARKALONG,KAB. TASIKMALAYA
32.06.09,BOJONGASIH,KAB. TASIKMALAYA
32.06.10,CULAMEGA,KAB. TASIKMALAYA
32.06.11,BOJONGGAMBIR,KAB. TASIKMALAYA
32.06.12,SODONGHILIR,KAB. TASIKMALAYA
32.06.13,TARAJU,KAB. TASIKMALAYA
32.06.14,SALAWU,KAB. TASIKMALAYA
32.06.15,PUSPAHIANG,KAB. TASIKMALAYA
32.06.16,TANJUNGJAYA,KAB. TASIKMALAYA
32.06.17,SUKARAJA,KAB. TASIKMALAYA
32.06.18,SALOPA,KAB. TASIKMALAYA
32.06.19,JATIWARAS,KAB. TASIKMALAYA
32.06.20,CINEAM,KAB. TASIKMALAYA
32.06.21,KARANG JAYA,KAB. TASIKMALAYA
32.06.22,MANONJAYA,KAB. TASIKMALAYA
32.06.23,GUNUNG TANJUNG,KAB. TASIKMALAYA
32.06.24,SINGAPARNA,KAB. TASIKMALAYA
32.06.25,MANGUNREJA,KAB. TASIKMALAYA
32.06.26,SUKARAME,KAB. TASIKMALAYA
32.06.27,CIGALONTANG,KAB. TASIKMALAYA
32.06.28,LEUWISARI,KAB. TASIKMALAYA
32.06.29,PADAKEMBANG,KAB. TASIKMALAYA
32.06.30,SARIWANGI,KAB. TASIKMALAYA
32.06.31,SUKARATU,KAB. TASIKMALAYA
32.06.32,CISAYONG,KAB. TASIKMALAYA
32.06.33,SUKAHENING,KAB. TASIKMALAYA
32.06.34,RAJAPOLAH,KAB. TASIKMALAYA
32.06.35,JAMANIS,KAB. TASIKMALAYA
32.06.36,CIAWI,KAB. TASIKMALAYA
32.06.37,KADIPATEN,KAB. TASIKMALAYA
32.06.38,PAGERAGEUNG,KAB. TASIKMALAYA
32.06.39,SUKARESIK,KAB. TASIKMALAYA
32.07.01,CIAMIS,KAB. CIAMIS
32.07.02,CIKONENG,KAB. CIAMIS
32.07.03,CIJEUNGJING,KAB. CIAMIS
32.07.04,SADANANYA,KAB. CIAMIS
32.07.05,CIDOLOG,KAB. CIAMIS
32.07.06,CIHAURBEUTI,KAB. CIAMIS
32.07.07,PANUMBANGAN,KAB. CIAMIS
32.07.08,PANJALU,KAB. CIAMIS
32.07.09,KAWALI,KAB. CIAMIS
32.07.10,PANAWANGAN,KAB. CIAMIS
32.07.11,CIPAKU,KAB. CIAMIS
32.07.12,JATINAGARA,KAB. CIAMIS
32.07.13,RAJADESA,KAB. CIAMIS
32.07.14,SUKADANA,KAB. CIAMIS
32.07.15,RANCAH,KAB. CIAMIS
32.07.16,TAMBAKSARI,KAB. CIAMIS
32.07.17,LAKBOK,KAB. CIAMIS
32.07.18,BANJARSARI,KAB. CIAMIS
32.07.19,PAMARICAN,KAB. CIAMIS
32.07.29,CIMARAGAS,KAB. CIAMIS
32.07.30,CISAGA,KAB. CIAMIS
32.07.31,SINDANGKASIH,KAB. CIAMIS
32.07.32,BAREGBEG,KAB. CIAMIS
32.07.33,SUKAMANTRI,KAB. CIAMIS
32.07.34,LUMBUNG,KAB. CIAMIS
32.07.35,PURWADADI,KAB. CIAMIS
32.07.37,BANJARANYAR,KAB. CIAMIS
32.08.01,KADUGEDE,KAB. KUNINGAN
32.08.02,CINIRU,KAB. KUNINGAN
32.08.03,SUBANG,KAB. KUNINGAN
32.08.04,CIWARU,KAB. KUNINGAN
32.08.05,CIBINGBIN,KAB. KUNINGAN
32.08.06,LURAGUNG,KAB. KUNINGAN
32.08.07,LEBAKWANGI,KAB. KUNINGAN
32.08.08,GARAWANGI,KAB. KUNINGAN
32.08.09,KUNINGAN,KAB. KUNINGAN
32.08.10,CIAWIGEBANG,KAB. KUNINGAN
32.08.11,CIDAHU,KAB. KUNINGAN
32.08.12,JALAKSANA,KAB. KUNINGAN
32.08.13,CILIMUS,KAB. KUNINGAN
32.08.14,MANDIRANCAN,KAB. KUNINGAN
32.08.15,SELAJAMBE,KAB. KUNINGAN
32.08.16,KRAMATMULYA,KAB. KUNINGAN
32.08.17,DARMA,KAB. KUNINGAN
32.08.18,CIGUGUR,KAB. KUNINGAN
32.08.19,PASAWAHAN,KAB. KUNINGAN
32.08.20,NUSAHERANG,KAB. KUNINGAN
32.08.21,CIPICUNG,KAB. KUNINGAN
32.08.22,PANCALANG,KAB. KUNINGAN
32.08.23,JAPARA,KAB. KUNINGAN
32.08.24,CIMAHI,KAB. KUNINGAN
32.08.25,CILEBAK,KAB. KUNINGAN
32.08.26,HANTARA,KAB. KUNINGAN
32.08.27,KALIMANGGIS,KAB. KUNINGAN
32.08.28,CIBEUREUM,KAB. KUNINGAN
32.08.29,KARANG KANCANA,KAB. KUNINGAN
32.08.30,MALEBER,KAB. KUNINGAN
32.08.31,SINDANG AGUNG,KAB. KUNINGAN
32.08.32,CIGANDAMEKAR,KAB. KUNINGAN
32.09.01,WALED,KAB. CIREBON
32.09.02,CILEDUG,KAB. CIREBON
32.09.03,LOSARI,KAB. CIREBON
32.09.04,PABEDILAN,KAB. CIREBON
32.09.05,BABAKAN,KAB. CIREBON
32.09.06,KARANGSEMBUNG,KAB. CIREBON
32.09.07,LEMAHABANG,KAB. CIREBON
32.09.08,SUSUKAN LEBAK,KAB. CIREBON
32.09.09,SEDONG,KAB. CIREBON
32.09.10,ASTANAJAPURA,KAB. CIREBON
32.09.11,PANGENAN,KAB. CIREBON
32.09.12,MUNDU,KAB. CIREBON
32.09.13,BEBER,KAB. CIREBON
32.09.14,TALUN,KAB. CIREBON
32.09.15,SUMBER,KAB. CIREBON
32.09.16,DUKUPUNTANG,KAB. CIREBON
32.09.17,PALIMANAN,KAB. CIREBON
32.09.18,PLUMBON,KAB. CIREBON
32.09.19,WERU,KAB. CIREBON
32.09.20,KEDAWUNG,KAB. CIREBON
32.09.21,GUNUNG JATI,KAB. CIREBON
32.09.22,KAPETAKAN,KAB. CIREBON
32.09.23,KLANGENAN,KAB. CIREBON
32.09.24,ARJAWINANGUN,KAB. CIREBON
32.09.25,PANGURAGAN,KAB. CIREBON
32.09.26,CIWARINGIN,KAB. CIREBON
32.09.27,SUSUKAN,KAB. CIREBON
32.09.28,GEGESIK,KAB. CIREBON
32.09.29,KALIWEDI,KAB. CIREBON
32.09.30,GEBANG,KAB. CIREBON
32.09.31,DEPOK,KAB. CIREBON
32.09.32,PASALEMAN,KAB. CIREBON
32.09.33,PABUARAN,KAB. CIREBON
32.09.34,KARANGWARENG,KAB. CIREBON
32.09.35,TENGAH TANI,KAB. CIREBON
32.09.36,PLERED,KAB. CIREBON
32.09.37,GEMPOL,KAB. CIREBON
32.09.38,GREGED,KAB. CIREBON
32.09.39,SURANENGGALA,KAB. CIREBON
32.09.40,JAMBLANG,KAB. CIREBON
32.10.01,LEMAHSUGIH,KAB. MAJALENGKA
32.10.02,BANTARUJEG,KAB. MAJALENGKA
32.10.03,CIKIJING,KAB. MAJALENGKA
32.10.04,TALAGA,KAB. MAJALENGKA
32.10.05,ARGAPURA,KAB. MAJALENGKA
32.10.06,MAJA,KAB. MAJALENGKA
32.10.07,MAJALENGKA,KAB. MAJALENGKA
32.10.08,SUKAHAJI,KAB. MAJALENGKA
32.10.09,RAJAGALUH,KAB. MAJALENGKA
32.10.10,LEUWIMUNDING,KAB. MAJALENGKA
32.10.11,JATIWANGI,KAB. MAJALENGKA
32.10.12,DAWUAN,KAB. MAJALENGKA
32.10.13,KADIPATEN,KAB. MAJALENGKA
32.10.14,KERTAJATI,KAB. MAJALENGKA
32.10.15,JATITUJUH,KAB. MAJALENGKA
32.10.16,LIGUNG,KAB. MAJALENGKA
32.10.17,SUMBERJAYA,KAB. MAJALENGKA
32.10.18,PANYINGKIRAN,KAB. MAJALENGKA
32.10.19,PALASAH,KAB. MAJALENGKA
32.10.20,CIGASONG,KAB. MAJALENGKA
32.10.21,SINDANGWANGI,KAB. MAJALENGKA
32.10.22,BANJARAN,KAB. MAJALENGKA
32.10.23,CINGAMBUL,KAB. MAJALENGKA
32.10.24,KASOKANDEL,KAB. MAJALENGKA
32.10.25,SINDANG,KAB. MAJALENGKA
32.10.26,MALAUSMA,KAB. MAJALENGKA
32.11.01,WADO,KAB. SUMEDANG
32.11.02,JATINUNGGAL,KAB. SUMEDANG
32.11.03,DARMARAJA,KAB. SUMEDANG
32.11.04,CIBUGEL,KAB. SUMEDANG
32.11.05,CISITU,KAB. SUMEDANG
32.11.06,SITURAJA,KAB. SUMEDANG
32.11.07,CONGGEANG,KAB. SUMEDANG
32.11.08,PASEH,KAB. SUMEDANG
32.11.09,SURIAN,KAB. SUMEDANG
32.11.10,BUAHDUA,KAB. SUMEDANG
32.11.11,TANJUNGSARI,KAB. SUMEDANG
32.11.12,SUKASARI,KAB. SUMEDANG
32.11.13,PAMULIHAN,KAB. SUMEDANG
32.11.14,CIMANGGUNG,KAB. SUMEDANG
32.11.15,JATINANGOR,KAB. SUMEDANG
32.11.16,RANCAKALONG,KAB. SUMEDANG
32.11.17,SUMEDANG SELATAN,KAB. SUMEDANG
32.11.18,SUMEDANG UTARA,KAB. SUMEDANG
32.11.19,GANEAS,KAB. SUMEDANG
32.11.20,TANJUNGKERTA,KAB. SUMEDANG
32.11.21,TANJUNGMEDAR,KAB. SUMEDANG
32.11.22,CIMALAKA,KAB. SUMEDANG
32.11.23,CISARUA,KAB. SUMEDANG
32.11.24,TOMO,KAB. SUMEDANG
32.11.25,UJUNGJAYA,KAB. SUMEDANG
32.11.26,JATIGEDE,KAB. SUMEDANG
32.12.01,HAURGEULIS,KAB. INDRAMAYU
32.12.02,KROYA,KAB. INDRAMAYU
32.12.03,GABUSWETAN,KAB. INDRAMAYU
32.12.04,CIKEDUNG,KAB. INDRAMAYU
32.12.05,LELEA,KAB. INDRAMAYU
32.12.06,BANGODUA,KAB. INDRAMAYU
32.12.07,WIDASARI,KAB. INDRAMAYU
32.12.08,KERTASEMAYA,KAB. INDRAMAYU
32.12.09,KRANGKENG,KAB. INDRAMAYU
32.12.10,KARANGAMPEL,KAB. INDRAMAYU
32.12.11,JUNTINYUAT,KAB. INDRAMAYU
32.12.12,SLIYEG,KAB. INDRAMAYU
32.12.13,JATIBARANG,KAB. INDRAMAYU
32.12.14,BALONGAN,KAB. INDRAMAYU
32.12.15,INDRAMAYU,KAB. INDRAMAYU
32.12.16,SINDANG,KAB. INDRAMAYU
32.12.17,CANTIGI,KAB. INDRAMAYU
32.12.18,LOHBENER,KAB. INDRAMAYU
32.12.19,ARAHAN,KAB. INDRAMAYU
32.12.20,LOSARANG,KAB. INDRAMAYU
32.12.21,KANDANGHAUR,KAB. INDRAMAYU
32.12.22,BONGAS,KAB. INDRAMAYU
32.12.23,ANJATAN,KAB. INDRAMAYU
32.12.24,SUKRA,KAB. INDRAMAYU
32.12.25,GANTAR,KAB. INDRAMAYU
32.12.26,TRISI,KAB. INDRAMAYU
32.12.27,SUKAGUMIWANG,KAB. INDRAMAYU
32.12.28,KEDOKAN BUNDER,KAB. INDRAMAYU
32.12.29,PASEKAN,KAB. INDRAMAYU
32.12.30,TUKDANA,KAB. INDRAMAYU
32.12.31,PATROL,KAB. INDRAMAYU
32.13.01,SAGALAHERANG,KAB. SUBANG
32.13.02,CISALAK,KAB. SUBANG
32.13.03,SUBANG,KAB. SUBANG
32.13.04,KALIJATI,KAB. SUBANG
32.13.05,PABUARAN,KAB. SUBANG
32.13.06,PURWADADI,KAB. SUBANG
32.13.07,PAGADEN,KAB. SUBANG
32.13.08,BINONG,KAB. SUBANG
32.13.09,CIASEM,KAB. SUBANG
32.13.10,PUSAKANAGARA,KAB. SUBANG
32.13.11,PAMANUKAN,KAB. SUBANG
32.13.12,JALANCAGAK,KAB. SUBANG
32.13.13,BLANAKAN,KAB. SUBANG
32.13.14,TANJUNGSIANG,KAB. SUBANG
32.13.15,COMPRENG,KAB. SUBANG
32.13.16,PATOKBEUSI,KAB. SUBANG
32.13.17,CIBOGO,KAB. SUBANG
32.13.18,CIPUNAGARA,KAB. SUBANG
32.13.19,CIJAMBE,KAB. SUBANG
32.13.20,CIPEUNDEUY,KAB. SUBANG
32.13.21,LEGONKULON,KAB. SUBANG
32.13.22,CIKAUM,KAB. SUBANG
32.13.23,SERANGPANJANG,KAB. SUBANG
32.13.24,SUKASARI,KAB. SUBANG
32.13.25,TAMBAKDAHAN,KAB. SUBANG
32.13.26,KASOMALANG,KAB. SUBANG
32.13.27,DAWUAN,KAB. SUBANG
32.13.28,PAGADEN BARAT,KAB. SUBANG
32.13.29,CIATER,KAB. SUBANG
32.13.30,PUSAKAJAYA,KAB. SUBANG
32.14.01,PURWAKARTA,KAB. PURWAKARTA
32.14.02,CAMPAKA,KAB. PURWAKARTA
32.14.03,JATILUHUR,KAB. PURWAKARTA
32.14.04,PLERED,KAB. PURWAKARTA
32.14.05,SUKATANI,KAB. PURWAKARTA
32.14.06,DARANGDAN,KAB. PURWAKARTA
32.14.07,MANIIS,KAB. PURWAKARTA
32.14.08,TEGALWARU,KAB. PURWAKARTA
32.14.09,WANAYASA,KAB. PURWAKARTA
32.14.10,PASAWAHAN,KAB. PURWAKARTA
32.14.11,BOJONG,KAB. PURWAKARTA
32.14.12,BABAKANCIKAO,KAB. PURWAKARTA
32.14.13,BUNGURSARI,KAB. PURWAKARTA
32.14.14,CIBATU,KAB. PURWAKARTA
32.14.15,SUKASARI,KAB. PURWAKARTA
32.14.16,PONDOKSALAM,KAB. PURWAKARTA
32.14.17,KIARAPEDES,KAB. PURWAKARTA
32.15.01,KARAWANG BARAT,KAB. KARAWANG
32.15.02,PANGKALAN,KAB. KARAWANG
32.15.03,TELUKJAMBE TIMUR,KAB. KARAWANG
32.15.04,CIAMPEL,KAB. KARAWANG
32.15.05,KLARI,KAB. KARAWANG
32.15.06,RENGASDENGKLOK,KAB. KARAWANG
32.15.07,KUTAWALUYA,KAB. KARAWANG
32.15.08,BATUJAYA,KAB. KARAWANG
32.15.09,TIRTAJAYA,KAB. KARAWANG
32.15.10,PEDES,KAB. KARAWANG
32.15.11,CIBUAYA,KAB. KARAWANG
32.15.12,PAKISJAYA,KAB. KARAWANG
32.15.13,CIKAMPEK,KAB. KARAWANG
32.15.14,JATISARI,KAB. KARAWANG
32.15.15,CILAMAYA WETAN,KAB. KARAWANG
32.15.16,TIRTAMULYA,KAB. KARAWANG
32.15.17,TELAGASARI,KAB. KARAWANG
32.15.18,RAWAMERTA,KAB. KARAWANG
32.15.19,LEMAHABANG,KAB. KARAWANG
32.15.20,TEMPURAN,KAB. KARAWANG
32.15.21,MAJALAYA,KAB. KARAWANG
32.15.22,JAYAKERTA,KAB. KARAWANG
32.15.23,CILAMAYA KULON,KAB. KARAWANG
32.15.24,BANYUSARI,KAB. KARAWANG
32.15.25,KOTA BARU,KAB. KARAWANG
32.15.26,KARAWANG TIMUR,KAB. KARAWANG
32.15.27,TELUKJAMBE BARAT,KAB. KARAWANG
32.15.28,TEGALWARU,KAB. KARAWANG
32.15.29,PURWASARI,KAB. KARAWANG
32.15.30,CILEBAR,KAB. KARAWANG
32.16.01,TARUMAJAYA,KAB. BEKASI
32.16.02,BABELAN,KAB. BEKASI
32.16.03,SUKAWANGI,KAB. BEKASI
32.16.04,TAMBELANG,KAB. BEKASI
32.16.05,TAMBUN UTARA,KAB. BEKASI
32.16.06,TAMBUN SELATAN,KAB. BEKASI
32.16.07,CIBITUNG,KAB. BEKASI
32.16.08,CIKARANG BARAT,KAB. BEKASI
32.16.09,CIKARANG UTARA,KAB. BEKASI
32.16.10,KARANG BAHAGIA,KAB. BEKASI
32.16.11,CIKARANG TIMUR,KAB. BEKASI
32.16.12,KEDUNG WARINGIN,KAB. BEKASI
32.16.13,PEBAYURAN,KAB. BEKASI
32.16.14,SUKAKARYA,KAB. BEKASI
32.16.15,SUKATANI,KAB. BEKASI
32.16.16,CABANGBUNGIN,KAB. BEKASI
32.16.17,MUARAGEMBONG,KAB. BEKASI
32.16.18,SETU,KAB. BEKASI
32.16.19,CIKARANG SELATAN,KAB. BEKASI
32.16.20,CIKARANG PUSAT,KAB. BEKASI
32.16.21,SERANG BARU,KAB. BEKASI
32.16.22,CIBARUSAH,KAB. BEKASI
32.16.23,BOJONGMANGU,KAB. BEKASI
32.17.01,LEMBANG,KAB. BANDUNG BARAT
32.17.02,PARONGPONG,KAB. BANDUNG BARAT
32.17.03,CISARUA,KAB. BANDUNG BARAT
32.17.04,CIKALONGWETAN,KAB. BANDUNG BARAT
32.17.05,CIPEUNDEUY,KAB. BANDUNG BARAT
32.17.06,NGAMPRAH,KAB. BANDUNG BARAT
32.17.07,CIPATAT,KAB. BANDUNG BARAT
32.17.08,PADALARANG,KAB. BANDUNG BARAT
32.17.09,BATUJAJAR,KAB. BANDUNG BARAT
32.17.10,CIHAMPELAS,KAB. BANDUNG BARAT
32.17.11,CILILIN,KAB. BANDUNG BARAT
32.17.12,CIPONGKOR,KAB. BANDUNG BARAT
32.17.13,RONGGA,KAB. BANDUNG BARAT
32.17.14,SINDANGKERTA,KAB. BANDUNG BARAT
32.17.15,GUNUNGHALU,KAB. BANDUNG BARAT
32.17.16,SAGULING,KAB. BANDUNG BARAT
32.18.01,PARIGI,KAB. PANGANDARAN
32.18.02,CIJULANG,KAB. PANGANDARAN
32.18.03,CIMERAK,KAB. PANGANDARAN
32.18.04,CIGUGUR,KAB. PANGANDARAN
32.18.05,LANGKAPLANCAR,KAB. PANGANDARAN
32.18.06,MANGUNJAYA,KAB. PANGANDARAN
32.18.07,PADAHERANG,KAB. PANGANDARAN
32.18.08,KALIPUCANG,KAB. PANGANDARAN
32.18.09,PANGANDARAN,KAB. PANGANDARAN
32.18.10,SIDAMULIH,KAB. PANGANDARAN
32.71.01,BOGOR SELATAN,KOTA BOGOR
32.71.02,BOGOR TIMUR,KOTA BOGOR
32.71.03,BOGOR TENGAH,KOTA BOGOR
32.71.04,BOGOR BARAT,KOTA BOGOR
32.71.05,BOGOR UTARA,KOTA BOGOR
32.71.06,TANAH SAREAL,KOTA BOGOR
32.72.01,GUNUNGPUYUH,KOTA SUKABUMI
32.72.02,CIKOLE,KOTA SUKABUMI
32.72.03,CITAMIANG,KOTA SUKABUMI
